split,file_name,question,answer,receipt_currency,question_category,operations
dev,receipt_00008,What is the lowest price of a position?,0.0,Indonesian rupiah,amount,sorting
dev,receipt_00008,What is the maximum price in the first 2 positions?,19500.0,Indonesian rupiah,amount,counting;sorting
dev,receipt_00008,How many positions do contain zero price?,1.0,Indonesian rupiah,count,counting
dev,receipt_00008,What is the price of the 1st position in thousands?,19.5,Indonesian rupiah,amount,division;sorting
dev,receipt_00008,What is the lowest unit price in the receipt?,0.0,Indonesian rupiah,amount,division;sorting
dev,receipt_00008,What is the quantity of products in the 2nd position?,1.0,Indonesian rupiah,count,sorting
dev,receipt_00008,How many positions are with price larger than 6500.0 in the receipt?,0.0,Indonesian rupiah,count,counting;sorting
dev,receipt_00008,Which position is the largest by quantity?,1.0,Indonesian rupiah,count,sorting
dev,receipt_00008,How much should be paid for 9 items from the 1st position?,58500.0,Indonesian rupiah,amount,multiplication;sorting
dev,receipt_00008,What is the total number of positions?,2.0,Indonesian rupiah,count,counting
dev,receipt_00008,What is the quantity of the change?,8300.0,Indonesian rupiah,amount,-
dev,receipt_00008,What is the ratio of change to cash?,0.415,Indonesian rupiah,ratio,division
dev,receipt_00008,What is the total amount of discounts applied?,7800.0,Indonesian rupiah,amount,-
dev,receipt_00008,What is ratio of the amount due and the cash received?,0.585,Indonesian rupiah,ratio,division
dev,receipt_00008,What is the cash amount?,20000.0,Indonesian rupiah,amount,-
dev,receipt_00008,How much was paid in real money after all the reductions applied?,11700.0,Indonesian rupiah,amount,subtraction
dev,receipt_00009,How many positions does the receipt contain?,1.0,Indonesian rupiah,count,counting
dev,receipt_00009,How much is the greatest unit price?,20000.0,Indonesian rupiah,amount,division;sorting
dev,receipt_00009,What is the price of the 1st position in thousands?,20.0,Indonesian rupiah,amount,division;sorting
dev,receipt_00009,What is the quantity of products in the 1st position?,1.0,Indonesian rupiah,count,sorting
dev,receipt_00009,Which position has the smallest amount?,1.0,Indonesian rupiah,count,sorting
dev,receipt_00009,How many goods were sold in total?,1.0,Indonesian rupiah,count,summation
dev,receipt_00009,How many goods in the 1st position can be bought for 23716?,1.0,Indonesian rupiah,count,division;sorting
dev,receipt_00009,What share of cash was returned as change?,0.0,Indonesian rupiah,ratio,division
dev,receipt_00009,How much cash was received?,20000.0,Indonesian rupiah,amount,-
dev,receipt_00009,How much was paid via non-cash means?,0.0,Indonesian rupiah,amount,-
dev,receipt_00009,What is the quantity of the change?,0.0,Indonesian rupiah,amount,-
dev,receipt_00009,What is ratio of the amount due and the cash received?,1.0,Indonesian rupiah,ratio,division
dev,receipt_00009,What is the total amount due?,20000.0,Indonesian rupiah,amount,-
dev,receipt_00010,What is the quantity of items in the 2nd position?,2.0,Indonesian rupiah,count,sorting
dev,receipt_00010,How many positions are with price lower than or equal to 10000.0 in the receipt?,1.0,Indonesian rupiah,count,counting;sorting
dev,receipt_00010,Which position has the lowest amount?,1.0,Indonesian rupiah,count,sorting
dev,receipt_00010,How many goods in the 1st position can be purchased for 164579?,8.0,Indonesian rupiah,count,division;sorting
dev,receipt_00010,How many positions are in the receipt?,2.0,Indonesian rupiah,count,counting
dev,receipt_00010,What would be the price of the 2nd position if the quantity in that position were to change to 5?,50000.0,Indonesian rupiah,amount,division;multiplication;sorting
dev,receipt_00010,What is the price of the 1st position in thousands?,40.0,Indonesian rupiah,amount,division;sorting
dev,receipt_00010,What is the maximum price of a position?,40000.0,Indonesian rupiah,amount,sorting
dev,receipt_00010,What is the mean price in the first 2 positions?,30000.0,Indonesian rupiah,amount,counting;division;sorting;summation
dev,receipt_00010,What is the total quantity of goods sold?,4.0,Indonesian rupiah,count,summation
dev,receipt_00010,How many positions do contain zero price?,0.0,Indonesian rupiah,count,counting
dev,receipt_00010,What is the cash amount?,60000.0,Indonesian rupiah,amount,-
dev,receipt_00010,What is ratio of the amount due and the cash received?,1.0,Indonesian rupiah,ratio,division
dev,receipt_00010,What is the total amount due?,60000.0,Indonesian rupiah,amount,-
dev,receipt_00010,What share of cash was returned as change?,0.0,Indonesian rupiah,ratio,division
dev,receipt_00011,What is the price of the 4th position in thousands?,16.0,Indonesian rupiah,amount,division;sorting
dev,receipt_00011,What is the total quantity of goods sold?,5.0,Indonesian rupiah,count,summation
dev,receipt_00011,How many goods are in the 3rd position?,2.0,Indonesian rupiah,count,sorting
dev,receipt_00011,What is the highest price of a position?,35000.0,Indonesian rupiah,amount,sorting
dev,receipt_00011,How much should be paid for 6 items from the 3rd position?,30000.0,Indonesian rupiah,amount,multiplication;sorting
dev,receipt_00011,How many positions are with price larger than or equal to 35000.0 in the receipt?,1.0,Indonesian rupiah,count,counting;sorting
dev,receipt_00011,How many positions were bought?,4.0,Indonesian rupiah,count,counting
dev,receipt_00011,What is the minimum price in the first 2 positions?,20000.0,Indonesian rupiah,amount,counting;sorting
dev,receipt_00011,How many goods in the 3rd position can be bought for 98588?,19.0,Indonesian rupiah,count,division;sorting
dev,receipt_00011,What is the total amount of taxes to be paid?,8100.0,Indonesian rupiah,amount,-
dev,receipt_00011,How much was paid via non-cash means?,89100.0,Indonesian rupiah,amount,-
dev,receipt_00011,How much was charged for the service?,0.0,Indonesian rupiah,amount,-
dev,receipt_00011,What is the total amount due?,89100.0,Indonesian rupiah,amount,-
dev,receipt_00012,How many goods in the 1st position can be bought for 32383?,1.0,Indonesian rupiah,count,division;sorting
dev,receipt_00012,How many positions were bought?,1.0,Indonesian rupiah,count,counting
dev,receipt_00012,How many goods are in the 1st position?,4.0,Indonesian rupiah,count,sorting
dev,receipt_00012,What is the total quantity of goods sold?,4.0,Indonesian rupiah,count,summation
dev,receipt_00012,What would be the price of the 1st position if the quantity in that position were to change to 8?,144000.0,Indonesian rupiah,amount,division;multiplication;sorting
dev,receipt_00012,How much is the smallest unit price?,18000.0,Indonesian rupiah,amount,division;sorting
dev,receipt_00012,What is the price of the 1st position in thousands?,72.0,Indonesian rupiah,amount,division;sorting
dev,receipt_00012,How many positions are with price larger than 18000.0 in the receipt?,0.0,Indonesian rupiah,count,counting;sorting
dev,receipt_00012,How much was paid digitally?,72000.0,Indonesian rupiah,amount,-
dev,receipt_00012,What is the total amount paid?,72000.0,Indonesian rupiah,amount,-
dev,receipt_00013,What is the mean price in the first 2 positions?,20681.5,Indonesian rupiah,amount,counting;division;sorting;summation
dev,receipt_00013,How much is the smallest unit price?,7727.0,Indonesian rupiah,amount,division;sorting
dev,receipt_00013,How many goods in the 1st position can be purchased for 23772?,3.0,Indonesian rupiah,count,division;sorting
dev,receipt_00013,How many positions does the receipt contain?,2.0,Indonesian rupiah,count,counting
dev,receipt_00013,Which position is the maximum by quantity?,1.0,Indonesian rupiah,count,sorting
dev,receipt_00013,What is the lowest price of a position?,7727.0,Indonesian rupiah,amount,sorting
dev,receipt_00013,What is the total quantity of goods sold?,2.0,Indonesian rupiah,count,summation
dev,receipt_00013,What would be the price of the 2nd position if the quantity in that position were to change to 2?,67272.0,Indonesian rupiah,amount,division;multiplication;sorting
dev,receipt_00013,How many goods in the 1st position were purchased?,1.0,Indonesian rupiah,count,sorting
dev,receipt_00013,How much was paid in real money after all the reductions applied?,45500.0,Indonesian rupiah,amount,subtraction
dev,receipt_00013,What is the change amount?,4500.0,Indonesian rupiah,amount,-
dev,receipt_00013,What is ratio of the amount due and the cash received?,0.91,Indonesian rupiah,ratio,division
dev,receipt_00013,What is the cash amount?,50000.0,Indonesian rupiah,amount,-
dev,receipt_00013,How much in total was paid in taxes?,4136.0,Indonesian rupiah,amount,-
dev,receipt_00013,What is the ratio of change to cash?,0.09,Indonesian rupiah,ratio,division
dev,receipt_00014,How many positions were bought?,2.0,Indonesian rupiah,count,counting
dev,receipt_00014,What is the quantity of items in the 1st position?,2.0,Indonesian rupiah,count,sorting
dev,receipt_00014,How many positions are with unit price larger than or equal to 12000.0?,2.0,Indonesian rupiah,count,counting;division;sorting
dev,receipt_00014,How many zero prices are among the menu?,0.0,Indonesian rupiah,count,counting
dev,receipt_00014,What is the minimum price in the first 2 positions?,12000.0,Indonesian rupiah,amount,counting;sorting
dev,receipt_00014,What is the least unit price in the receipt?,12000.0,Indonesian rupiah,amount,division;sorting
dev,receipt_00014,What is the total amount due?,39600.0,Indonesian rupiah,amount,-
dev,receipt_00014,What is the total amount of taxes to be paid?,3600.0,Indonesian rupiah,amount,-
dev,receipt_00015,How many goods are in the 1st position?,2.0,Indonesian rupiah,count,sorting
dev,receipt_00015,Which position is the minimum by quantity?,1.0,Indonesian rupiah,count,sorting
dev,receipt_00015,What is the price of the 1st position in thousands?,24.0,Indonesian rupiah,amount,division;sorting
dev,receipt_00015,What is the maximum price of a position?,30000.0,Indonesian rupiah,amount,sorting
dev,receipt_00015,What is the total price of the first 2 positions?,54000.0,Indonesian rupiah,amount,sorting;summation
dev,receipt_00015,What is the smallest unit price in the receipt?,12000.0,Indonesian rupiah,amount,division;sorting
dev,receipt_00015,How many goods in the 1st position can be purchased for 181802?,15.0,Indonesian rupiah,count,division;sorting
dev,receipt_00015,What is the total amount of taxes to be paid?,5400.0,Indonesian rupiah,amount,-
dev,receipt_00015,How much was paid by cash?,100000.0,Indonesian rupiah,amount,-
dev,receipt_00015,What is ratio of the amount due and the cash received?,0.594,Indonesian rupiah,ratio,division
dev,receipt_00015,What share of cash was returned as change?,0.406,Indonesian rupiah,ratio,division
dev,receipt_00015,What is the total amount due?,59400.0,Indonesian rupiah,amount,-
dev,receipt_00015,What is the quantity of the change?,40600.0,Indonesian rupiah,amount,-
dev,receipt_00016,How many goods in the 1st position were purchased?,1.0,Indonesian rupiah,count,sorting
dev,receipt_00016,How many positions were bought?,1.0,Indonesian rupiah,count,counting
dev,receipt_00016,What is the total quantity of goods sold?,1.0,Indonesian rupiah,count,summation
dev,receipt_00016,What is the highest unit price?,20000.0,Indonesian rupiah,amount,division;sorting
dev,receipt_00016,How many goods in the 1st position can be purchased for 74347?,3.0,Indonesian rupiah,count,division;sorting
dev,receipt_00016,What would be the price of the 1st position if the quantity in that position were to change to 2?,40000.0,Indonesian rupiah,amount,division;multiplication;sorting
dev,receipt_00016,How many positions are with price lower than or equal to 20000.0 in the receipt?,1.0,Indonesian rupiah,count,counting;sorting
dev,receipt_00016,What is the quantity of the change?,80000.0,Indonesian rupiah,amount,-
dev,receipt_00016,What is ratio of the amount due and the cash received?,0.2,Indonesian rupiah,ratio,division
dev,receipt_00016,How much was paid in real money after all the reductions applied?,20000.0,Indonesian rupiah,amount,subtraction
dev,receipt_00016,What is the cash value?,100000.0,Indonesian rupiah,amount,-
dev,receipt_00016,What is the ratio of change to cash?,0.8,Indonesian rupiah,ratio,division
dev,receipt_00017,What is the quantity of items in the 1st position?,1.0,Indonesian rupiah,count,sorting
dev,receipt_00017,What is the total quantity of goods sold?,1.0,Indonesian rupiah,count,summation
dev,receipt_00017,How much should be paid for 2 items from the 1st position?,40000.0,Indonesian rupiah,amount,multiplication;sorting
dev,receipt_00017,Which position has the lowest amount?,1.0,Indonesian rupiah,count,sorting
dev,receipt_00017,What is the price of the 1st position in thousands?,20.0,Indonesian rupiah,amount,division;sorting
dev,receipt_00017,How many positions does the receipt contain?,1.0,Indonesian rupiah,count,counting
